street,city,,state,zipCode,lat,long,WalkScore,WalkScoreDesc,BikeScore,BikeScoreDesc,TransitScore,TransitScoreDesc,
PARKWOOD PL, Cincinnati,PARKWOOD PL Cincinnati,OH,45217,39.159018,-84.505328,PARKWOOD PL Cincinnati,OH,45217,39.15918,-84.55328,56,Somewhat Walkable
CATHERINE ST, Cincinnati,CATHERINE ST Cincinnati,OH,45229,39.140939,-84.500054,CATHERINE ST Cincinnati,OH,45229,39.14939,-84.554,75,Very Walkable
STEWART PL, Cincinnati,STEWART PL Cincinnati,OH,45229,39.139282,-84.495447,STEWART PL Cincinnati,OH,45229,39.139282,-84.495447,69,Somewhat Walkable
GOSS RD, Cincinnati,GOSS RD Cincinnati,OH,45229,39.146398,-84.483018,49,Car-Dependent,Somewhat Bikeable,43,49,Some Transit,
GRAND AVE, Cincinnati,GRAND AVE Cincinnati,OH,45242,39.194786,-84.476945,43,Car-Dependent,Somewhat Bikeable,41,34,Some Transit,
MARGARETTA AVE, Cincinnati,MARGARETTA AVE Cincinnati,OH,45242,39.124429,-84.561515,19,Car-Dependent,,,,,
PLAINFIELD RD, Cincinnati,PLAINFIELD RD Cincinnati,OH,45242,39.146464,-84.378711,55,Somewhat Walkable,,,,,
FALLSINGTON CT, Cincinnati,FALLSINGTON CT Cincinnati,OH,45242,39.256638,-84.360079,12,Car-Dependent,,,,,
CORINE AVE, Cincinnati,CORINE AVE Cincinnati,OH,45242,39.266073,-84.369112,35,Car-Dependent,,,,,
WOOD AVE, Cincinnati,WOOD AVE Cincinnati,OH,0,39.267241,-84.371169,45,Car-Dependent,,,,,
CORNELLPARK DR, Cincinnati,CORNELLPARK DR Cincinnati,OH,45242,39.270333,-84.370757,CORNELLPARK DR Cincinnati,OH,45242,39.27333,-84.37757,47,Car-Dependent
GROOMS RD, Cincinnati,GROOMS RD Cincinnati,OH,45242,39.279586,-84.367068,GROOMS RD Cincinnati,OH,,39.28186,-84.368161,18,Car-Dependent
HERITAGE CT, Cincinnati,HERITAGE CT Cincinnati,OH,45241,39.244098,-84.401662,HERITAGE CT Cincinnati,OH,45241,39.24498,-84.41662,9,Car-Dependent
LOBELIA DR, Cincinnati,LOBELIA DR Cincinnati,OH,45241,39.232981,-84.41163,8,Car-Dependent,,,,,
TIFFANYRIDGE LN, Cincinnati,TIFFANYRIDGE LN Cincinnati,OH,45241,39.238362,-84.411822,TIFFANYRIDGE LN Cincinnati,OH,45241,39.238362,-84.411822,7,Car-Dependent
PEPPERMILL LN, Cincinnati,PEPPERMILL LN Cincinnati,OH,45242,39.230848,-84.393534,45,Car-Dependent,,,,,
BERRYHILL LN, Cincinnati,BERRYHILL LN Cincinnati,OH,45242,39.232202,-84.391411,37,Car-Dependent,,,,,
CHIDESTER LN, Cincinnati,CHIDESTER LN Cincinnati,OH,45241,39.26861,-84.385337,CHIDESTER LN Cincinnati,OH,45241,39.26861,-84.385337,23,Car-Dependent
EDENTON LN, Cincinnati,EDENTON LN Cincinnati,OH,45242,39.233711,-84.387271,21,Car-Dependent,,,,,
BOARDWALK CT, Cincinnati,BOARDWALK CT Cincinnati,OH,45242,39.232746,-84.387269,BOARDWALK CT Cincinnati,OH,45242,39.232746,-84.387269,28,Car-Dependent
ELLMAN AVE, Cincinnati,ELLMAN AVE Cincinnati,OH,45242,39.227222,-84.386186,21,Car-Dependent,,,,,
CHESSWICK DR, Cincinnati,CHESSWICK DR Cincinnati,OH,45242,39.234398,-84.386261,21,Car-Dependent,,,,,
LAKEFOREST DR, Cincinnati,LAKEFOREST DR Cincinnati,OH,45242,39.25461,-84.377277,LAKEFOREST DR Cincinnati,OH,45244,39.12176,-84.3365,2,Car-Dependent
MYRTLE AVE, Cincinnati,MYRTLE AVE Cincinnati,OH,45242,39.232214,-84.376488,63,Somewhat Walkable,,,,,
PROSPECT AVE, Cincinnati,PROSPECT AVE Cincinnati,OH,45242,39.235028,-84.373948,56,Somewhat Walkable,,,,,
HICKORYTRAIL LN, Cincinnati,HICKORYTRAIL LN Cincinnati,OH,45242,39.252254,-84.373053,HICKORYTRAIL LN Cincinnati,OH,45242,39.252254,-84.37353,2,Car-Dependent
COOK AVE, Cincinnati,COOK AVE Cincinnati,OH,45242,39.264825,-84.367311,35,Car-Dependent,,,,,
ASHLEY CT, Cincinnati,ASHLEY CT Cincinnati,OH,45242,39.242518,-84.367367,ASHLEY CT Cincinnati,OH,45242,39.242518,-84.367367,12,Car-Dependent
CHERRY ST, Cincinnati,CHERRY ST Cincinnati,OH,45242,39.220998,-84.382015,86,Very Walkable,Bikeable,63,,,
SUMMIT AVE, Cincinnati,SUMMIT AVE Cincinnati,OH,45242,39.22069,-84.380637,2,Car-Dependent,,,,,
HERITAGE RD, Cincinnati,HERITAGE RD Cincinnati,OH,45241,39.24415,-84.401504,HERITAGE RD Cincinnati,OH,45241,39.24415,-84.4154,9,Car-Dependent
LEWIS AVE, Cincinnati,LEWIS AVE Cincinnati,OH,45242,39.223937,-84.376664,44,Car-Dependent,,,,,
FLORAL AVE, Cincinnati,FLORAL AVE Cincinnati,OH,45242,39.226512,-84.382893,43,Car-Dependent,,,,,
BENCHMARK LN, Cincinnati,BENCHMARK LN Cincinnati,OH,45242,39.231895,-84.393496,BENCHMARK LN Cincinnati,OH,45242,39.231895,-84.393496,42,Car-Dependent
TRAMWOOD CT, Cincinnati,TRAMWOOD CT Cincinnati,OH,45242,39.231453,-84.390338,TRAMWOOD CT Cincinnati,OH,45242,39.231453,-84.39338,43,Car-Dependent
PARKMANOR , Cincinnati,PARKMANOR  Cincinnati,OH,0,39.161153,-84.38571,PARKMANOR  Cincinnati,OH,,39.161153,-84.38571,6,Somewhat Walkable
CONKLIN AVE, Cincinnati,CONKLIN AVE Cincinnati,OH,45242,39.231299,-84.381827,55,Somewhat Walkable,,,,,
HEATHER CT, Cincinnati,HEATHER CT Cincinnati,OH,45242,39.232202,-84.395409,4,Car-Dependent,,,,,
COOPER LN, Cincinnati,COOPER LN Cincinnati,OH,45242,39.230623,-84.370493,57,Somewhat Walkable,,,,,
LANSFORD DR, Cincinnati,LANSFORD DR Cincinnati,OH,45242,39.231776,-84.384583,31,Car-Dependent,,,,,
RIDGEWAY AVE, Cincinnati,RIDGEWAY AVE Cincinnati,OH,45242,39.235509,-84.383797,73,Very Walkable,Somewhat Bikeable,5,54,Good Transit,
COOPERWOODS CT, Cincinnati,COOPERWOODS CT Cincinnati,OH,45241,39.237933,-84.401449,COOPERWOODS CT Cincinnati,OH,45241,39.237933,-84.41449,2,Car-Dependent
COOPERSPRINGS LN, Cincinnati,COOPERSPRINGS LN Cincinnati,OH,0,39.23668,-84.403841,COOPERSPRINGS LN Cincinnati,OH,,39.23668,-84.43841,15,Car-Dependent
CHIMNEYSWEEP LN, Cincinnati,CHIMNEYSWEEP LN Cincinnati,OH,45241,39.238606,-84.407069,CHIMNEYSWEEP LN Cincinnati,OH,45241,39.23866,-84.4769,13,Car-Dependent
CLOUDCROFT LN, Cincinnati,CLOUDCROFT LN Cincinnati,OH,0,39.112657,-84.269568,CLOUDCROFT LN Cincinnati,OH,,39.112657,-84.269568,12,Car-Dependent
TOWNE ST, Cincinnati,TOWNE ST Cincinnati,OH,45216,39.18338,-84.480167,4,Car-Dependent,Somewhat Bikeable,33,35,Some Transit,
ANITA PL, Cincinnati,ANITA PL Cincinnati,OH,45237,39.175132,-84.468795,48,Car-Dependent,Somewhat Bikeable,43,41,Some Transit,
STERNBLOCK LN, Cincinnati,STERNBLOCK LN Cincinnati,OH,45237,39.185501,-84.466514,STERNBLOCK LN Cincinnati,OH,45237,39.18551,-84.466514,48,Car-Dependent
ROSE PL, Cincinnati,ROSE PL Cincinnati,OH,45237,39.176674,-84.468567,56,Somewhat Walkable,Somewhat Bikeable,45,41,Some Transit,
CARRAHEN AVE, Cincinnati,CARRAHEN AVE Cincinnati,OH,45237,39.182303,-84.464497,5,Somewhat Walkable,Somewhat Bikeable,42,4,Some Transit,
LAWN AVE, Cincinnati,LAWN AVE Cincinnati,OH,0,39.170331,-84.464976,31,Car-Dependent,Somewhat Bikeable,36,43,Some Transit,
LAWN AVE, Cincinnati,LAWN AVE Cincinnati,OH,45237,39.116177,-84.527277,31,Car-Dependent,Somewhat Bikeable,36,43,Some Transit,
YORKTOWN RD, Cincinnati,YORKTOWN RD Cincinnati,OH,0,39.184421,-84.460707,41,Car-Dependent,Bikeable,51,4,Some Transit,
YORKTOWN RD, Cincinnati,YORKTOWN RD Cincinnati,OH,45237,39.184333,-84.460679,41,Car-Dependent,Bikeable,51,4,Some Transit,
OAKDALE AVE, Cincinnati,OAKDALE AVE Cincinnati,OH,45237,39.176533,-84.475666,OAKDALE AVE Cincinnati,OH,45237,39.176533,-84.475666,64,Somewhat Walkable
MOSAIC LN, Cincinnati,MOSAIC LN Cincinnati,OH,0,39.161435,-84.392342,48,Car-Dependent,Somewhat Bikeable,48,39,Some Transit,
CENTRAL AVE, Cincinnati,CENTRAL AVE Cincinnati,OH,45202,39.106819,-84.516598,51,Somewhat Walkable,Bikeable,51,65,Good Transit,
CULVERT ST, Cincinnati,CULVERT ST Cincinnati,OH,45202,39.102389,-84.501025,CULVERT ST Cincinnati,OH,4522,39.12389,-84.5125,71,Very Walkable
SYCAMORE , Cincinnati,SYCAMORE  Cincinnati,OH,45202,39.104693,-84.508843,SYCAMORE  Cincinnati,OH,4522,39.14693,-84.58843,97,Walker's Paradise
PANAMA ST, Cincinnati,PANAMA ST Cincinnati,OH,45228,39.068425,-84.431151,12,Car-Dependent,Somewhat Bikeable,29,2,Minimal Transit,
WAITS AVE, Cincinnati,WAITS AVE Cincinnati,OH,45228,39.064027,-84.423768,WAITS AVE Cincinnati,OH,45228,39.6427,-84.423768,17,Car-Dependent
SUTTON RD, Cincinnati,SUTTON RD Cincinnati,OH,0,39.056945,-84.416127,17,Car-Dependent,,,,,
TWINHILLSRIDGE DR, Cincinnati,TWINHILLSRIDGE DR Cincinnati,OH,0,39.069965,-84.408139,TWINHILLSRIDGE DR Cincinnati,OH,,39.69965,-84.48139,1,Car-Dependent
LINNEMAN ST, Cincinnati,LINNEMAN ST Cincinnati,OH,45228,39.066829,-84.425897,18,Car-Dependent,Somewhat Bikeable,23,13,Minimal Transit,
STRAIGHT ST, Cincinnati,STRAIGHT ST Cincinnati,OH,45214,39.130383,-84.533783,81,Very Walkable,Somewhat Bikeable,39,5,Good Transit,
HEYWOOD ST, Cincinnati,HEYWOOD ST Cincinnati,OH,45225,39.131481,-84.534046,HEYWOOD ST Cincinnati,OH,45225,39.131481,-84.53446,62,Somewhat Walkable
HOPPLE ST, Cincinnati,HOPPLE ST Cincinnati,OH,45225,39.136947,-84.538341,58,Somewhat Walkable,Somewhat Bikeable,44,4,Some Transit,
SPRINGGROVE AVE, Cincinnati,SPRINGGROVE AVE Cincinnati,OH,45225,39.256994,-84.577622,94,Walker's Paradise,Bikeable,51,,,
PADDOCK RD, Cincinnati,PADDOCK RD Cincinnati,OH,45216,39.196264,-84.476292,5,Car-Dependent,Somewhat Bikeable,44,42,Some Transit,
JUNE ST, Cincinnati,JUNE ST Cincinnati,OH,45211,39.15376,-84.62235,JUNE ST Cincinnati,OH,4526,39.128429,-84.49536,75,Very Walkable
EVERETT AVE, Cincinnati,EVERETT AVE Cincinnati,OH,45211,39.154862,-84.607424,EVERETT AVE Cincinnati,OH,45211,39.154862,-84.67424,72,Very Walkable
DINA TE, Cincinnati,DINA TE Cincinnati,OH,0,39.15032,-84.615299,DINA TE Cincinnati,OH,,39.1532,-84.615299,54,Somewhat Walkable
LAIRD AVE, Cincinnati,LAIRD AVE Cincinnati,OH,45002,39.12262,-84.485451,LAIRD AVE Cincinnati,OH,452,39.12262,-84.485451,65,Somewhat Walkable
BASSETT ST, Cincinnati,BASSETT ST Cincinnati,OH,45002,39.100544,-84.562839,BASSETT ST Cincinnati,OH,452,39.1544,-84.562839,48,Car-Dependent
COLLEGE AVE, Cincinnati,COLLEGE AVE Cincinnati,OH,45002,39.275256,-84.473537,COLLEGE AVE Cincinnati,OH,452,39.275256,-84.473537,3,Car-Dependent
WESTERNKNOLL CT, Cincinnati,WESTERNKNOLL CT Cincinnati,OH,45002,39.106431,-84.532654,WESTERNKNOLL CT Cincinnati,OH,452,39.16431,-84.532654,77,Very Walkable
PONTIUS AVE, Cincinnati,PONTIUS AVE Cincinnati,OH,45002,39.10601,-84.667921,PONTIUS AVE Cincinnati,OH,452,39.161,-84.66793,1,Car-Dependent
HOSEA AVE, Cincinnati,HOSEA AVE Cincinnati,OH,45220,39.143723,-84.514043,HOSEA AVE Cincinnati,OH,4522,39.143723,-84.51443,76,Very Walkable
CRESTMONT LN, Cincinnati,CRESTMONT LN Cincinnati,OH,45220,39.146777,-84.515052,CRESTMONT LN Cincinnati,OH,4522,39.146777,-84.51552,66,Somewhat Walkable
WENTWORTH AVE, Cincinnati,WENTWORTH AVE Cincinnati,OH,45220,39.142825,-84.514305,WENTWORTH AVE Cincinnati,OH,45215,39.142732,-84.513611,72,Very Walkable
MANORHILL DR, Cincinnati,MANORHILL DR Cincinnati,OH,45220,39.145998,-84.526712,MANORHILL DR Cincinnati,OH,4522,39.145998,-84.526712,73,Very Walkable
THRALL ST, Cincinnati,THRALL ST Cincinnati,OH,0,39.146455,-84.520997,THRALL ST Cincinnati,OH,,39.146455,-84.52997,67,Somewhat Walkable
CLIFTONRIDGE DR, Cincinnati,CLIFTONRIDGE DR Cincinnati,OH,45220,39.159343,-84.514346,CLIFTONRIDGE DR Cincinnati,OH,4522,39.159343,-84.514346,31,Car-Dependent
EVENINGSTAR LN, Cincinnati,EVENINGSTAR LN Cincinnati,OH,45220,39.143983,-84.529835,EVENINGSTAR LN Cincinnati,OH,4522,39.143983,-84.529835,55,Somewhat Walkable
EVENINGSTAR LN, Cincinnati,EVENINGSTAR LN Cincinnati,OH,0,39.14401,-84.529903,EVENINGSTAR LN Cincinnati,OH,4522,39.143983,-84.529835,55,Somewhat Walkable
WINDINGS LN, Cincinnati,WINDINGS LN Cincinnati,OH,45220,39.154397,-84.527923,12,Car-Dependent,Somewhat Bikeable,7,44,Some Transit,
ADA ST, Cincinnati,ADA ST Cincinnati,OH,45214,39.126534,-84.528584,86,Very Walkable,Bikeable,52,58,Good Transit,
RAVINE ST, Cincinnati,RAVINE ST Cincinnati,OH,45214,39.121943,-84.526212,82,Very Walkable,Somewhat Bikeable,43,59,Good Transit,
CENTRAL PW, Cincinnati,CENTRAL PW Cincinnati,OH,45225,39.13107,-84.531131,84,Very Walkable,Somewhat Bikeable,44,61,Good Transit,
DECKEBACH AVE, Cincinnati,DECKEBACH AVE Cincinnati,OH,0,39.134863,-84.529504,5,Somewhat Walkable,Somewhat Bikeable,24,46,Some Transit,
LLOYD PL, Cincinnati,LLOYD PL Cincinnati,OH,45219,39.12448,-84.528678,LLOYD PL Cincinnati,OH,45219,39.12448,-84.528678,62,Somewhat Walkable
BANNING RD, Cincinnati,BANNING RD Cincinnati,OH,0,39.106909,-84.582231,27,Car-Dependent,Somewhat Bikeable,3,,,
BELLHAVEN DR, Cincinnati,BELLHAVEN DR Cincinnati,OH,45239,39.135571,-84.597764,BELLHAVEN DR Cincinnati,OH,45239,39.135571,-84.597764,5,Somewhat Walkable
BREEZYACRES DR, Cincinnati,BREEZYACRES DR Cincinnati,OH,45251,39.266828,-84.59053,BREEZYACRES DR Cincinnati,OH,45251,39.266828,-84.5953,14,Car-Dependent
DUNLAP RD, Cincinnati,DUNLAP RD Cincinnati,OH,45251,39.1166,-84.521172,DUNLAP RD Cincinnati,OH,,39.29446,-84.626717,,Car-Dependent
EAGLECREEK RD, Cincinnati,EAGLECREEK RD Cincinnati,OH,0,39.156411,-84.629505,5,Car-Dependent,,,,,
HUGHES RD, Cincinnati,HUGHES RD Cincinnati,OH,0,39.113873,-84.51158,22,Car-Dependent,,,,,
LOCHARBOUR LN, Cincinnati,LOCHARBOUR LN Cincinnati,OH,45251,39.264602,-84.598627,LOCHARBOUR LN Cincinnati,OH,45251,39.26462,-84.598627,34,Car-Dependent
ROLLINGOAKS CT, Cincinnati,ROLLINGOAKS CT Cincinnati,OH,0,39.156411,-84.629505,ROLLINGOAKS CT Cincinnati,OH,,39.156411,-84.62955,54,Somewhat Walkable
OWLCREEK RD, Cincinnati,OWLCREEK RD Cincinnati,OH,45252,39.262691,-84.633945,OWLCREEK RD Cincinnati,OH,45252,39.262691,-84.633945,,Car-Dependent
DEWHILL LN, Cincinnati,DEWHILL LN Cincinnati,OH,45251,39.260639,-84.590588,DEWHILL LN Cincinnati,OH,45251,39.26639,-84.59588,3,Car-Dependent
SUNLINER CT, Cincinnati,SUNLINER CT Cincinnati,OH,45231,39.270631,-84.568035,SUNLINER CT Cincinnati,OH,45231,39.27631,-84.56835,18,Car-Dependent
BIRCHGROVE CT, Cincinnati,BIRCHGROVE CT Cincinnati,OH,45251,39.30602,-84.573014,BIRCHGROVE CT Cincinnati,OH,45251,39.362,-84.57314,12,Car-Dependent
GLENCREST CT, Cincinnati,GLENCREST CT Cincinnati,OH,45251,39.306884,-84.576591,GLENCREST CT Cincinnati,OH,45251,39.36884,-84.576591,5,Car-Dependent
BIRCHHILL DR, Cincinnati,BIRCHHILL DR Cincinnati,OH,45251,39.307761,-84.574898,BIRCHHILL DR Cincinnati,OH,45251,39.37761,-84.574898,12,Car-Dependent
CHOPIN DR, Cincinnati,CHOPIN DR Cincinnati,OH,45231,39.235703,-84.568352,28,Car-Dependent,,,,,
KINGSPATH DR, Cincinnati,KINGSPATH DR Cincinnati,OH,45231,39.264748,-84.569205,KINGSPATH DR Cincinnati,OH,45231,39.264748,-84.56925,2,Car-Dependent
BYRNESIDE DR, Cincinnati,BYRNESIDE DR Cincinnati,OH,45239,39.205735,-84.573679,BYRNESIDE DR Cincinnati,OH,45239,39.25735,-84.573679,33,Car-Dependent
SUDBURY DR, Cincinnati,SUDBURY DR Cincinnati,OH,45231,39.30623,-84.566544,SUDBURY DR Cincinnati,OH,45231,39.3623,-84.566544,24,Car-Dependent
HIGHWOOD LN, Cincinnati,HIGHWOOD LN Cincinnati,OH,45239,39.20722,-84.576324,HIGHWOOD LN Cincinnati,OH,45239,39.2722,-84.576324,37,Car-Dependent
JODYLYNN CT, Cincinnati,JODYLYNN CT Cincinnati,OH,45231,39.267861,-84.571373,JODYLYNN CT Cincinnati,OH,45231,39.267861,-84.571373,18,Car-Dependent
CARLOS DR, Cincinnati,CARLOS DR Cincinnati,OH,45251,39.268108,-84.581889,CARLOS DR Cincinnati,OH,45251,39.26818,-84.581889,12,Car-Dependent
REDFERN CT, Cincinnati,REDFERN CT Cincinnati,OH,45251,39.261657,-84.584607,REDFERN CT Cincinnati,OH,45251,39.261657,-84.58467,24,Car-Dependent
WARFIELD AVE, Cincinnati,WARFIELD AVE Cincinnati,OH,45239,39.221133,-84.589586,WARFIELD AVE Cincinnati,OH,45239,39.221133,-84.589586,62,Somewhat Walkable
ORANGEBURG CT, Cincinnati,ORANGEBURG CT Cincinnati,OH,45251,39.249914,-84.586605,ORANGEBURG CT Cincinnati,OH,45251,39.249914,-84.58665,36,Car-Dependent
ALEXIS RD, Cincinnati,ALEXIS RD Cincinnati,OH,45239,39.215012,-84.594161,ALEXIS RD Cincinnati,OH,45239,39.21512,-84.594161,27,Car-Dependent
NEWBERRYACRES DR, Cincinnati,NEWBERRYACRES DR Cincinnati,OH,0,39.243324,-84.613794,NEWBERRYACRES DR Cincinnati,OH,,39.243324,-84.613794,13,Car-Dependent
DEERVALLEY CT, Cincinnati,DEERVALLEY CT Cincinnati,OH,45247,39.226676,-84.62876,DEERVALLEY CT Cincinnati,OH,45247,39.226676,-84.62876,17,Car-Dependent
DUNLAP RD, Cincinnati,DUNLAP RD Cincinnati,OH,45252,39.294648,-84.626072,DUNLAP RD Cincinnati,OH,,39.29446,-84.626717,,Car-Dependent
SQUIRRELSNEST LN, Cincinnati,SQUIRRELSNEST LN Cincinnati,OH,45252,39.295367,-84.631862,SQUIRRELSNEST LN Cincinnati,OH,45252,39.295367,-84.631862,,Car-Dependent
ORCHARDHILLS LN, Cincinnati,ORCHARDHILLS LN Cincinnati,OH,45247,39.245443,-84.64424,1,Car-Dependent,,,,,
CONIFER LN, Cincinnati,CONIFER LN Cincinnati,OH,45247,39.214786,-84.651192,CONIFER LN Cincinnati,OH,45247,39.214786,-84.651192,,Car-Dependent
REDWING CT, Cincinnati,REDWING CT Cincinnati,OH,45239,39.207479,-84.591871,REDWING CT Cincinnati,OH,45239,39.27479,-84.591871,38,Car-Dependent
HILLARY DR, Cincinnati,HILLARY DR Cincinnati,OH,45239,39.208838,-84.578791,HILLARY DR Cincinnati,OH,45239,39.28838,-84.578791,44,Car-Dependent
PASCO DR, Cincinnati,PASCO DR Cincinnati,OH,45247,39.211431,-84.60304,PASCO DR Cincinnati,OH,45247,39.211431,-84.634,24,Car-Dependent
ALLET AVE, Cincinnati,ALLET AVE Cincinnati,OH,45239,39.210526,-84.589735,ALLET AVE Cincinnati,OH,45239,39.21526,-84.589735,41,Car-Dependent
LONGWOOD CT, Cincinnati,LONGWOOD CT Cincinnati,OH,45239,39.212252,-84.577304,LONGWOOD CT Cincinnati,OH,45239,39.212252,-84.57734,34,Car-Dependent
STONECREST LN, Cincinnati,STONECREST LN Cincinnati,OH,45247,39.219984,-84.678807,STONECREST LN Cincinnati,OH,45247,39.219984,-84.67887,9,Car-Dependent
APPLEBUD DR, Cincinnati,APPLEBUD DR Cincinnati,OH,45247,39.215937,-84.606929,APPLEBUD DR Cincinnati,OH,45247,39.215937,-84.66929,9,Car-Dependent
SUNRIDGE LN, Cincinnati,SUNRIDGE LN Cincinnati,OH,45247,39.219649,-84.677577,SUNRIDGE LN Cincinnati,OH,45247,39.219649,-84.677577,6,Car-Dependent
STONEYRIDGE DR, Cincinnati,STONEYRIDGE DR Cincinnati,OH,0,39.161153,-84.38571,STONEYRIDGE DR Cincinnati,OH,,39.161153,-84.38571,6,Somewhat Walkable
STONEYRIDGE , Cincinnati,STONEYRIDGE  Cincinnati,OH,0,39.161153,-84.38571,STONEYRIDGE  Cincinnati,OH,,39.161153,-84.38571,6,Somewhat Walkable
SPRINGLEAF DR, Cincinnati,SPRINGLEAF DR Cincinnati,OH,45247,39.222112,-84.652357,SPRINGLEAF DR Cincinnati,OH,45247,39.222112,-84.652357,2,Car-Dependent
WALDONSPOND DR, Cincinnati,WALDONSPOND DR Cincinnati,OH,45247,39.222744,-84.649394,WALDONSPOND DR Cincinnati,OH,45247,39.222744,-84.649394,5,Car-Dependent
WUEST RD, Cincinnati,WUEST RD Cincinnati,OH,45247,39.225141,-84.608081,13,Car-Dependent,,,,,
MAJESTIC LN, Cincinnati,MAJESTIC LN Cincinnati,OH,45251,39.226938,-84.579874,MAJESTIC LN Cincinnati,OH,45251,39.226938,-84.579874,16,Car-Dependent
SCHNEIDERSFARM CT, Cincinnati,SCHNEIDERSFARM CT Cincinnati,OH,0,39.231949,-84.621437,SCHNEIDERSFARM CT Cincinnati,OH,,39.231949,-84.621437,,Car-Dependent
NABIDA DR, Cincinnati,NABIDA DR Cincinnati,OH,45247,39.232809,-84.647075,NABIDA DR Cincinnati,OH,45247,39.23289,-84.64775,5,Car-Dependent
WHITEHEAD DR, Cincinnati,WHITEHEAD DR Cincinnati,OH,45251,39.238666,-84.607908,WHITEHEAD DR Cincinnati,OH,45251,39.238666,-84.6798,2,Car-Dependent
NORFOLK PL, Cincinnati,NORFOLK PL Cincinnati,OH,0,39.238199,-84.574296,NORFOLK PL Cincinnati,OH,,39.238199,-84.574296,27,Car-Dependent
SAGEMEADOW DR, Cincinnati,SAGEMEADOW DR Cincinnati,OH,45251,39.241023,-84.60611,SAGEMEADOW DR Cincinnati,OH,45251,39.24123,-84.6611,3,Car-Dependent
CONDOR DR, Cincinnati,CONDOR DR Cincinnati,OH,45251,39.248662,-84.584985,CONDOR DR Cincinnati,OH,45251,39.248662,-84.584985,29,Car-Dependent
ARBORWOOD DR, Cincinnati,ARBORWOOD DR Cincinnati,OH,45251,39.2511,-84.590075,ARBORWOOD DR Cincinnati,OH,45251,39.2511,-84.5975,41,Car-Dependent
VOYAGER WY, Cincinnati,VOYAGER WY Cincinnati,OH,45252,39.254483,-84.605837,VOYAGER WY Cincinnati,OH,45252,39.254483,-84.65837,24,Car-Dependent
MARION AVE, Cincinnati,MARION AVE Cincinnati,OH,45231,39.212903,-84.449716,41,Car-Dependent,Somewhat Bikeable,33,,,
LOISKA LN, Cincinnati,LOISKA LN Cincinnati,OH,45224,39.201264,-84.533814,LOISKA LN Cincinnati,OH,45224,39.21264,-84.533814,36,Car-Dependent
HILLCREST RD, Cincinnati,HILLCREST RD Cincinnati,OH,45224,39.190364,-84.542463,HILLCREST RD Cincinnati,OH,45224,39.19364,-84.542463,35,Car-Dependent
LARRY AVE, Cincinnati,LARRY AVE Cincinnati,OH,45224,39.208205,-84.545498,LARRY AVE Cincinnati,OH,45224,39.2825,-84.545498,42,Car-Dependent
PARKHURST CT, Cincinnati,PARKHURST CT Cincinnati,OH,45224,39.197487,-84.559373,PARKHURST CT Cincinnati,OH,45224,39.197487,-84.559373,28,Car-Dependent
MCCRAY CT, Cincinnati,MCCRAY CT Cincinnati,OH,45224,39.196193,-84.560192,MCCRAY CT Cincinnati,OH,45224,39.196193,-84.56192,21,Car-Dependent
TWINOAK DR, Cincinnati,TWINOAK DR Cincinnati,OH,45224,39.197088,-84.550252,TWINOAK DR Cincinnati,OH,45224,39.19788,-84.55252,62,Somewhat Walkable
WAYMONT LN, Cincinnati,WAYMONT LN Cincinnati,OH,45224,39.199187,-84.558287,WAYMONT LN Cincinnati,OH,45224,39.199187,-84.558287,36,Car-Dependent
BUDMAR AVE, Cincinnati,BUDMAR AVE Cincinnati,OH,45224,39.20089,-84.548851,BUDMAR AVE Cincinnati,OH,45224,39.289,-84.548851,72,Very Walkable
FAIRCREST DR, Cincinnati,FAIRCREST DR Cincinnati,OH,45224,39.200798,-84.53969,FAIRCREST DR Cincinnati,OH,45224,39.2798,-84.53969,33,Car-Dependent
SCARLET DR, Cincinnati,SCARLET DR Cincinnati,OH,45224,39.200473,-84.527049,SCARLET DR Cincinnati,OH,45224,39.2473,-84.52749,34,Car-Dependent
MEADOWVISTA CT, Cincinnati,MEADOWVISTA CT Cincinnati,OH,45224,39.207419,-84.530348,MEADOWVISTA CT Cincinnati,OH,45224,39.27419,-84.53348,27,Car-Dependent
DALY RD, Cincinnati,DALY RD Cincinnati,OH,0,39.215439,-84.531275,25,Car-Dependent,Somewhat Bikeable,36,33,Some Transit,
HILLANDDALE DR, Cincinnati,HILLANDDALE DR Cincinnati,OH,0,39.173065,-84.413244,HILLANDDALE DR Cincinnati,OH,,39.17365,-84.413244,2,Car-Dependent
HIGHLAND AVE, Cincinnati,HIGHLAND AVE Cincinnati,OH,45213,39.170417,-84.422532,78,Very Walkable,Somewhat Bikeable,45,56,Good Transit,
WALTONCREEK RD, Cincinnati,WALTONCREEK RD Cincinnati,OH,45227,39.144316,-84.357469,26,Car-Dependent,,,,,
RIDGE AVE, Cincinnati,RIDGE AVE Cincinnati,OH,0,39.156443,-84.631618,78,Very Walkable,Bikeable,51,41,Some Transit,
VIEWPOINTE DR, Cincinnati,VIEWPOINTE DR Cincinnati,OH,45213,39.173307,-84.41838,VIEWPOINTE DR Cincinnati,OH,45213,39.17337,-84.41838,39,Car-Dependent
ORCHARD ST, Cincinnati,ORCHARD ST Cincinnati,OH,45227,39.143087,-84.360421,35,Car-Dependent,,,,,
WORTMAN ST, Cincinnati,WORTMAN ST Cincinnati,OH,45226,39.111629,-84.423511,WORTMAN ST Cincinnati,OH,45226,39.111629,-84.423511,13,Car-Dependent
